1,exp_code
2,BR_date
3,strain
4,medium
5,cultivation_time
6,condition
7,frame
8,background
9,cell
10,density(find_maxima)
11,density(analyze_particles)
12,area_fraction(patch_vs_ROI)
13,patch_length
14,patch_length_SD
15,patch_width
16,patch_width_SD
17,patch_area
18,patch_area_SD
19,patch_intensity_(mean)
20,patch_intensity_SD
