# Basic macro run statistics:,,,,,,,,,,,,,,,,,,,
# Date and time: 2023-08-14 18:09:28,,,,,,,,,,,,,,,,,,,
# Macro version: 13,,,,,,,,,,,,,,,,,,,
# Channel: 1,,,,,,,,,,,,,,,,,,,
# Cell (ROI) size interval: 5-Infinity um^2,,,,,,,,,,,,,,,,,,,
# Coefficient of variance threshold: 0,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
exp_code,BR_date,strain,medium,time,condition,frame,mean_background,cell_no,patch_density(find_maxima),patch_density(analyze_particles),area_fraction(patch_vs_ROI),length,length_SD,width,width_SD,size,size_SD,mean_patch_intensity,mean_patch_intensity_SD
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,9,3.6965,3.6041,23.0181,0.3476,0.09285,0.2284,0.04169,0.06387,0.02477,3978.3768,2747.6809
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,10,4.0078,3.5363,15.6735,0.2809,0.05192,0.1979,0.0349,0.04432,0.01381,3089.4128,2484.183
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,11,3.9282,3.9282,19.0372,0.3109,0.07887,0.2026,0.03881,0.04846,0.01191,3839.0348,2590.1509
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,12,4.5049,4.9144,25.9097,0.3056,0.05783,0.2164,0.03755,0.05272,0.01557,3897.1929,2528.3855
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,13,4.1416,4.1416,20.9063,0.3057,0.09469,0.2052,0.03334,0.05048,0.02183,3278.2275,2454.9095
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,14,4.6258,4.6258,21.3152,0.299,0.07106,0.1926,0.03528,0.04608,0.01632,4224.4096,3004.5489
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,15,4.9082,4.2947,16.2594,0.2689,0.05107,0.1782,0.03118,0.03786,0.01017,2177.6604,1207.9663
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,16,3.6853,3.8082,21.7162,0.3244,0.06154,0.2206,0.03291,0.05703,0.01681,3499.4622,2545.0812
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,17,4.1045,4.1045,17.8786,0.2776,0.0579,0.1941,0.0449,0.04356,0.01738,3583.3326,2847.8535
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,18,3.0146,2.8319,13.9659,0.2979,0.05107,0.2073,0.03608,0.04932,0.01455,3057.3478,2392.9759
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,19,3.5373,4.1805,19.5074,0.2944,0.06342,0.2004,0.02937,0.04666,0.01326,3042.5338,2376.2459
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,20,3.2691,3.2691,20.4006,0.3533,0.1625,0.2199,0.04793,0.0624,0.03397,3385.0593,2509.1635
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,21,4.0734,3.8106,15.4589,0.2701,0.04594,0.1896,0.03659,0.04057,0.01128,2290.0744,1342.71
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,22,4.6783,3.9585,18.688,0.3043,0.09415,0.193,0.03589,0.04721,0.01916,3410.7036,2393.886
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,23,3.2499,3.4256,19.1066,0.3207,0.07931,0.217,0.03655,0.05578,0.01953,3513.2226,3150.6721
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,24,3.8734,3.8734,17.3259,0.3014,0.08494,0.1859,0.03854,0.04473,0.01725,3218.8964,3160.7731
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,25,4.6686,3.6537,20.0871,0.3261,0.1014,0.2088,0.04275,0.05498,0.02334,3471.0528,2620.4464
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,26,4.6419,3.6647,16.0928,0.2883,0.05483,0.191,0.03862,0.04391,0.01373,3103.3171,2309.1502
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,27,3.5779,3.6933,20.9335,0.3355,0.09215,0.2088,0.05602,0.05668,0.02725,3111.4696,1977.2181
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,28,5.1401,4.7447,26.5899,0.3187,0.08792,0.2166,0.04585,0.05604,0.02569,4004.3911,2547.1459
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,29,3.2818,3.2818,15.5425,0.2858,0.06598,0.2089,0.03686,0.04736,0.01411,3271.9559,2797.1298
230811_k,230811,Y1500,SMDGE,24h,control,1,558.5441,30,3.9524,3.5132,19.1389,0.3274,0.09887,0.2075,0.04263,0.05448,0.02221,4125.6972,3240.1729
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,1,4.5428,3.6342,17.4669,0.2832,0.07813,0.2084,0.05138,0.04806,0.02136,4002.4417,2966.92
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,2,4.9591,3.6066,14.9862,0.2778,0.08204,0.1844,0.0326,0.04155,0.01762,3293.3092,2593.0018
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,3,3.5729,3.5729,23.1285,0.3649,0.1526,0.2196,0.03866,0.06473,0.03196,4231.2915,3199.2984
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,4,4.8316,4.5631,18.1743,0.2608,0.05909,0.188,0.04019,0.03983,0.01678,3596.2684,2365.9736
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,5,4.2859,4.4764,26.7289,0.3411,0.1009,0.2126,0.05735,0.05971,0.02976,3116.9326,2079.0687
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,6,3.4723,3.2151,17.2577,0.3104,0.05578,0.2176,0.03309,0.05368,0.0148,2647.0492,2174.2586
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,7,4.7638,4.4565,23.1638,0.313,0.07193,0.2078,0.04497,0.05198,0.01765,3679.6454,2159.003
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,8,4.7163,5.0415,28.1016,0.3274,0.1097,0.2095,0.04968,0.05574,0.02751,3389.9541,1890.2183
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,9,4.0296,4.0296,19.6708,0.2944,0.07959,0.2039,0.04888,0.04882,0.02267,2583.3791,1875.5922
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,10,3.384,3.1789,17.0908,0.3216,0.08659,0.2081,0.0459,0.05376,0.02287,3767.898,3327.6597
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,11,5.2645,5.0138,19.6621,0.2669,0.06421,0.1798,0.04766,0.03922,0.01893,2522.7011,1895.0183
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,12,3.5741,3.7843,18.8406,0.3157,0.09484,0.1997,0.03492,0.04979,0.01709,3568.6877,2394.9008
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,13,3.4626,3.4626,16.3183,0.282,0.04135,0.2094,0.04346,0.04713,0.01381,2961.5671,2843.7492
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,14,4.0182,3.7091,19.6338,0.3032,0.06315,0.2165,0.03894,0.05293,0.02106,3487.4053,2698.2055
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,15,3.6183,3.3168,16.9515,0.2999,0.04249,0.2153,0.02643,0.05111,0.01132,2926.612,2430.3737
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,16,4.8882,4.666,23.145,0.2964,0.07577,0.2072,0.03944,0.0496,0.01982,3231.253,2577.1954
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,17,5.0971,4.7331,23.3687,0.3114,0.06974,0.2004,0.03197,0.04937,0.01459,3487.2267,2226.1489
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,18,4.3455,3.8627,18.3432,0.295,0.08296,0.204,0.03064,0.04749,0.01554,2509.221,1739.0108
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,19,3.129,2.9335,15.5782,0.3061,0.05447,0.2182,0.04304,0.0531,0.0174,3071.5682,2713.5525
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,20,3.3744,3.6812,17.9041,0.3046,0.07492,0.1962,0.04707,0.04864,0.02131,3751.8976,3345.1952
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,21,3.535,3.2404,17.9302,0.3144,0.05045,0.2208,0.03706,0.05533,0.0157,3289.8431,2744.6064
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,22,4.1579,4.0193,20.3822,0.3132,0.1005,0.1983,0.04151,0.05071,0.02453,3876.0763,2814.2108
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,23,4.2947,3.5585,18.9098,0.3156,0.07545,0.2121,0.02858,0.05314,0.01654,2554.9359,2019.0391
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,24,3.2352,3.415,21.4758,0.3441,0.1079,0.2252,0.04032,0.06289,0.02842,3802.2205,3140.0559
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,25,4.8236,4.6226,20.1355,0.2726,0.03492,0.2016,0.03312,0.04356,0.01077,3518.0161,2409.6562
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,26,3.9508,4.356,20.6704,0.295,0.08634,0.1981,0.04312,0.04745,0.0224,3438.7672,2413.6689
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,27,4.7082,4.7082,24.5532,0.3041,0.08519,0.2128,0.03866,0.05215,0.02108,3626.5098,2663.4994
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,28,3.4384,3.103,16.5725,0.3179,0.05775,0.2133,0.03432,0.05341,0.01394,3438.7467,2760.5968
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,29,3.0975,3.4847,17.0819,0.2904,0.0662,0.2087,0.04396,0.04902,0.01847,2542.7083,2337.5169
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,30,4.3682,4.3682,19.4796,0.2839,0.07698,0.1949,0.0371,0.04459,0.01778,3534.2252,2058.0096
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,31,3.5672,3.7044,18.285,0.3055,0.08427,0.2001,0.04812,0.04936,0.02047,3577.2466,2593.6563
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,32,4.2116,3.7436,16.4158,0.2784,0.08379,0.1959,0.03172,0.04385,0.01792,2908.5424,2408.8982
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,33,3.359,4.1697,22.3918,0.3168,0.08043,0.2059,0.0512,0.0537,0.02706,4166.7346,2965.1753
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,34,3.7063,3.7063,19.6064,0.3068,0.09111,0.2084,0.06406,0.0529,0.03259,3552.9228,2844.9597
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,35,4.8716,4.5851,23.3538,0.3047,0.07337,0.2109,0.04033,0.05093,0.01651,3388.8419,2091.9825
230811_k,230811,Y1500,SMDGE,24h,control,2,614.7058,36,4.7866,3.8748,18.7151,0.2853,0.06202,0.2096,0.0444,0.0483,0.01849,3308.2591,2340.2815
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,1,4.1779,4.3085,24.16,0.331,0.09799,0.214,0.03483,0.05608,0.01906,3808.1372,2715.1689
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,2,4.6134,4.7576,18.8604,0.2661,0.04756,0.1868,0.0324,0.03964,0.01186,3493.9635,2954.1323
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,3,5.2068,4.3932,24.1775,0.3154,0.07667,0.2117,0.0597,0.05503,0.02819,3415.1764,2340.7768
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,4,3.9248,4.2899,23.462,0.3155,0.07632,0.2161,0.03705,0.05469,0.01839,3136.8443,2115.9811
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,5,3.0659,2.83,15.1012,0.2974,0.0774,0.2224,0.03667,0.05336,0.02051,3012.0263,2484.8119
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,6,3.9611,3.6971,16.1812,0.3009,0.0935,0.1864,0.04835,0.04377,0.0165,2545.1628,1949.7091
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,7,4.5568,4.8172,25.8875,0.3179,0.0824,0.2082,0.04265,0.05374,0.02144,3866.0071,2285.7422
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,8,4.3344,4.3344,20.4965,0.3015,0.1013,0.196,0.03186,0.04729,0.01977,3410.4103,2378.1875
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,9,4.5116,3.297,14.8857,0.2862,0.06793,0.1967,0.03997,0.04515,0.01708,3354.1674,2562.919
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,10,3.7255,3.6221,18.7381,0.3067,0.06853,0.2104,0.04355,0.05173,0.01906,2646.799,2165.6563
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,11,3.8042,3.5506,18.8034,0.306,0.0725,0.217,0.03962,0.05296,0.02003,3121.8456,2320.2215
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,12,4.2442,2.8295,16.5325,0.3488,0.1286,0.2097,0.04452,0.05843,0.02678,2611.8952,2020.9207
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,13,3.7504,3.3988,14.6499,0.2696,0.0525,0.2003,0.03299,0.0431,0.0125,2592.0211,2320.4057
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,14,3.8708,3.8708,23.6484,0.3288,0.0812,0.2308,0.03816,0.06109,0.02381,3324.9312,2424.2533
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,15,4.452,3.5147,16.9419,0.3105,0.09395,0.1915,0.03987,0.0482,0.02165,3656.9505,2845.9832
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,16,3.945,3.945,18.9567,0.299,0.08786,0.1985,0.03713,0.04805,0.0197,3143.7511,2369.4466
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,17,3.4545,3.2451,16.6132,0.3054,0.06388,0.2107,0.03079,0.05119,0.0152,3131.0432,2570.4564
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,18,3.4151,3.3116,19.2137,0.3323,0.0668,0.2176,0.04197,0.05802,0.01976,3385.7103,3003.2012
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,19,3.825,3.5417,19.0538,0.3263,0.09563,0.2051,0.03364,0.0538,0.02159,4611.1234,2913.4444
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,20,3.9741,3.8014,19.1636,0.3068,0.09293,0.2054,0.03734,0.05041,0.01806,3325.7137,2469.6705
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,21,4.3828,4.2611,21.5591,0.3083,0.06952,0.2062,0.03722,0.0506,0.01652,2815.6554,2274.4016
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,22,5.0036,4.6545,24.9198,0.3054,0.07871,0.2167,0.03816,0.05354,0.02132,3352.2268,2338.4427
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,23,4.1559,4.1559,21.9393,0.3057,0.05653,0.2138,0.04263,0.05279,0.01946,2998.0504,2141.8511
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,24,3.6688,4.1749,22.2093,0.3132,0.07958,0.2128,0.0345,0.0532,0.01919,4856.1009,3325.693
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,25,4.6036,3.6829,15.9379,0.2705,0.05842,0.1995,0.03616,0.04328,0.01423,3845.6655,3232.4461
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,26,4.5768,4.5768,20.369,0.2794,0.07256,0.1991,0.0323,0.0445,0.01596,3003.1351,2100.4017
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,27,4.2877,4.2877,19.5402,0.2857,0.07036,0.1986,0.04002,0.04557,0.01758,2754.735,2212.1469
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,28,4.0463,3.5967,19.4904,0.3086,0.0772,0.2173,0.04327,0.05419,0.02044,2936.0756,2365.3736
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,29,2.7087,2.7087,14.5781,0.3271,0.05114,0.2075,0.04039,0.05382,0.01418,2299.5877,1975.4138
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,30,3.1074,3.356,14.4707,0.2895,0.07166,0.1855,0.03483,0.04312,0.01555,3305.4929,2615.2875
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,31,3.6361,3.9997,19.8663,0.3008,0.08169,0.2039,0.04913,0.04967,0.0229,3161.573,2389.0991
230811_k,230811,Y1500,SMDGE,24h,control,3,576.6774,32,3.7823,3.8845,21.8603,0.322,0.08547,0.2163,0.04306,0.05628,0.02426,3550.6722,2497.8502
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,1,2.8732,3.1605,17.2535,0.3132,0.1016,0.2081,0.06001,0.05459,0.02973,2322.6261,2288.1593
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,2,3.0656,2.5246,13.8674,0.3292,0.08029,0.2096,0.04658,0.05493,0.01958,2903.4979,1803.66
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,3,4.4134,4.0296,19.4004,0.2962,0.09382,0.1996,0.03674,0.04814,0.02201,3618.6667,2717.1766
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,4,3.8535,3.6452,20.2297,0.328,0.06207,0.2113,0.03939,0.0555,0.01789,3208.1884,2586.7864
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,5,4.1507,3.7734,20.6166,0.315,0.0788,0.2142,0.04428,0.05464,0.02187,3490.8538,2729.9077
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,6,2.8482,2.2785,12.5654,0.3479,0.07214,0.2011,0.02077,0.05515,0.01358,2172.1484,1680.1939
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,7,3.122,2.8199,15.6742,0.3353,0.1307,0.2068,0.03041,0.05558,0.02553,3244.7926,2728.259
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,8,4.3452,4.3452,19.5771,0.2885,0.08893,0.1981,0.0488,0.04505,0.01949,3395.0339,2531.3011
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,9,3.3033,3.146,16.8193,0.321,0.1168,0.2087,0.03628,0.05346,0.02353,2781.7543,2098.8859
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,10,3.862,2.9899,15.8779,0.3121,0.07803,0.2122,0.03419,0.0531,0.01886,2500.5583,2119.6623
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,11,3.4505,3.6662,18.368,0.3099,0.0886,0.2003,0.0444,0.0501,0.02113,3578.297,3135.9809
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,12,3.9471,3.7953,18.5116,0.3001,0.04883,0.2056,0.02757,0.04877,0.01176,3068.483,2242.3567
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,13,5.2224,4.0355,19.4909,0.297,0.06702,0.2021,0.03677,0.0483,0.01676,3381.4627,1911.0764
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,14,3.4282,3.789,17.6893,0.2966,0.09545,0.1951,0.04413,0.04669,0.0202,2759.1765,2237.7263
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,15,4.3437,3.7232,18.251,0.2982,0.06832,0.2069,0.03793,0.04902,0.01631,3924.2604,2398.3952
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,16,3.8981,3.7681,17.9936,0.3147,0.089,0.1892,0.04215,0.04775,0.01932,2150.3719,1655.7172
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,17,4.7732,4.7732,22.2145,0.2871,0.07716,0.2012,0.03548,0.04654,0.01905,3362.739,2151.1135
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,18,3.4142,3.3004,18.0265,0.309,0.05486,0.2227,0.03701,0.05462,0.0156,2505.1447,2346.8212
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,19,3.6518,2.9562,15.1305,0.3045,0.07786,0.2086,0.03037,0.05118,0.01997,2640.807,1840.5112
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,20,4.2125,3.341,17.223,0.3062,0.07083,0.2094,0.03477,0.05155,0.01759,3718.4216,2754.5808
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,21,4.0997,3.7843,20.161,0.3151,0.08898,0.2087,0.04361,0.05328,0.02319,2687.092,1850.7925
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,22,3.8884,4.1172,20.1822,0.3078,0.08138,0.1981,0.03401,0.04902,0.01796,4089.5522,2897.7236
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,23,4.3607,3.7066,20.7749,0.3251,0.0755,0.2106,0.0541,0.05605,0.02465,3824.5989,2771.6124
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,24,3.3796,3.0239,18.2561,0.3331,0.08179,0.2278,0.04371,0.06037,0.02166,4162.3181,3351.9261
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,25,3.5195,3.3665,19.128,0.3189,0.09447,0.2185,0.04358,0.05682,0.02608,2648.4492,2032.5742
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,26,3.5286,3.411,17.6577,0.3025,0.08127,0.2136,0.03129,0.05177,0.01938,3998.3994,3003.8907
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,27,4.4712,4.7342,19.2587,0.2732,0.04805,0.187,0.04512,0.04068,0.01405,3330.0972,2244.6781
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,28,5.0056,4.833,23.6383,0.2955,0.07599,0.2068,0.03678,0.04891,0.01776,3351.6283,2465.1025
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,29,4.1418,4.3719,23.7222,0.3187,0.07841,0.2128,0.03505,0.05426,0.01923,3559.8792,2363.0433
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,30,3.6602,3.8194,22.8181,0.3283,0.08283,0.227,0.03816,0.05974,0.02096,4218.3375,2801.765
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,31,4.7626,5.0801,28.0642,0.3277,0.1337,0.2041,0.04935,0.05524,0.03158,4102.5033,2365.1768
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,32,4.6689,4.2445,20.091,0.295,0.04693,0.2027,0.02611,0.04733,0.01118,4171.0557,3590.866
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,33,4.5972,3.8713,20.8302,0.3324,0.1079,0.2014,0.03458,0.05381,0.02397,2885.0195,2066.1195
230811_k,230811,Y1500,SMDGE,24h,control,4,574.9202,34,4.0759,4.2962,19.7773,0.2881,0.0594,0.1993,0.03741,0.04603,0.01583,4041.0478,3063.3782
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,1,4.5864,3.5672,15.2225,0.2677,0.1001,0.1926,0.04674,0.04267,0.02686,3194.3905,2768.5328
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,2,4.3431,4.009,16.2743,0.2857,0.07683,0.1804,0.04016,0.04059,0.01611,3263.1859,1928.124
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,3,4.0089,3.5427,18.2234,0.3155,0.06074,0.2054,0.03231,0.05144,0.0145,3155.0382,2210.1661
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,4,4.4,3.2,15.5025,0.301,0.07334,0.2033,0.02541,0.04845,0.01559,2321.3901,1702.1956
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,5,3.677,3.5545,20.2028,0.3224,0.07551,0.2168,0.0508,0.05684,0.02754,3036.6942,2325.3145
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,6,4.2302,4.2302,22.0324,0.3152,0.09934,0.2034,0.04766,0.05208,0.02541,3960.8511,2540.1988
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,7,4.3775,4.1039,15.088,0.2651,0.06223,0.1735,0.03542,0.03676,0.0131,3440.7353,2071.2227
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,8,4.538,3.6976,15.036,0.2589,0.06102,0.1941,0.03642,0.04066,0.01554,4191.4266,3403.1207
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,9,4.5305,4.3245,19.6215,0.2927,0.0518,0.195,0.0324,0.04537,0.01251,3954.8411,2528.9238
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,10,4.0868,4.0868,22.6628,0.3225,0.1052,0.2104,0.04947,0.05545,0.02816,3577.5939,2361.7354
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,11,4.3166,3.9845,19.9051,0.3054,0.07891,0.2037,0.03831,0.04996,0.01871,3929.5266,2876.9877
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,12,4.2988,3.9917,19.7554,0.3113,0.07766,0.2008,0.04126,0.04949,0.01625,2458.3055,1706.8757
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,13,4.7552,4.3748,20.2797,0.2952,0.07267,0.1988,0.03641,0.04636,0.01441,3976.1698,2631.01
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,14,4.6058,3.8894,18.8147,0.2886,0.06946,0.2087,0.04103,0.04837,0.01719,3440.2361,2645.2183
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,15,3.974,4.2389,19.237,0.2838,0.06283,0.1999,0.04684,0.04538,0.01762,4252.8743,3075.395
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,16,4.3493,4.9424,23.3192,0.3014,0.1017,0.1934,0.03401,0.04718,0.02085,3887.7717,2582.1372
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,17,3.7272,3.9047,19.4943,0.3058,0.07617,0.2037,0.03402,0.04993,0.01765,3898.8417,2795.9125
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,18,3.1862,3.1862,16.8294,0.3169,0.09159,0.2081,0.03525,0.05282,0.02023,3681.9117,2995.0599
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,19,4.68,4.2,19.1176,0.2746,0.06497,0.2061,0.03192,0.04552,0.01662,3742.0838,2402.4428
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,20,3.3716,3.5013,20.3417,0.3281,0.08184,0.2238,0.04225,0.0581,0.02075,3454.9671,2507.4503
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,21,2.8367,2.3791,12.8119,0.313,0.03322,0.2188,0.03021,0.05385,0.009499,2965.9574,2449.215
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,22,4.0472,3.9282,21.5171,0.3216,0.08323,0.2101,0.04469,0.05478,0.02441,3707.0457,2422.2798
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,23,4.0426,4.0426,18.9015,0.2867,0.091,0.1976,0.04854,0.04676,0.02544,3614.0135,2519.2517
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,24,3.2943,3.1625,13.7263,0.2836,0.06974,0.1914,0.04711,0.0434,0.01618,3071.996,2893.5252
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,25,3.8473,3.475,16.7681,0.2994,0.05866,0.2019,0.03474,0.04825,0.01521,3259.439,2654.236
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,26,4.3544,3.4472,16.398,0.2901,0.05953,0.2051,0.02799,0.04757,0.01499,3158.3305,2433.7561
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,27,4.5291,4.5291,18.7789,0.2713,0.07129,0.1886,0.04498,0.04146,0.01778,2871.7937,1749.2994
230811_k,230811,Y1500,SMDGE,24h,control,5,568.0707,28,4.4134,4.0296,16.3433,0.2669,0.06731,0.1898,0.02944,0.04056,0.01424,3497.4692,2646.7555
