# Basic macro run statistics:,,,,,,,,,,,,,,,,,,,
# Date and time: 2023-08-14 18:09:28,,,,,,,,,,,,,,,,,,,
# Macro version: 13,,,,,,,,,,,,,,,,,,,
# Channel: 1,,,,,,,,,,,,,,,,,,,
# Cell (ROI) size interval: 5-Infinity um^2,,,,,,,,,,,,,,,,,,,
# Coefficient of variance threshold: 0,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
exp_code,BR_date,strain,medium,time,condition,frame,mean_background,cell_no,patch_density(find_maxima),patch_density(analyze_particles),area_fraction(patch_vs_ROI),length,length_SD,width,width_SD,size,size_SD,mean_patch_intensity,mean_patch_intensity_SD
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,8,5.6206,5.2192,26.4453,0.3282,0.09329,0.1905,0.04986,0.05067,0.02453,5901.3169,2673.6057
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,9,2.7238,2.4211,11.1266,0.302,0.06319,0.1901,0.03906,0.04596,0.01497,2525.0944,2048.0733
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,10,4.2704,4.3858,23.6563,0.321,0.112,0.204,0.04574,0.05394,0.02885,6545.8922,4208.535
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,11,4.2116,4.1008,19.1851,0.2996,0.05428,0.1953,0.0365,0.04678,0.01467,4830.2057,3013.2497
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,12,5.4899,4.2422,20.3364,0.3085,0.06499,0.1928,0.04077,0.04794,0.01822,6540.6847,2937.0942
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,13,3.7517,3.1593,15.245,0.3057,0.07264,0.1976,0.03955,0.04825,0.01778,4023.4044,2911.6469
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,14,4.4767,4.6756,24.3219,0.3067,0.06981,0.2096,0.04747,0.05202,0.02118,5029.8192,3139.0349
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,15,5.5614,4.4108,19.5652,0.2723,0.04352,0.2043,0.03783,0.04436,0.01273,4535.3432,2506.3945
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,16,4.4336,4.2225,21.8629,0.3199,0.0817,0.2004,0.03525,0.05178,0.02063,5867.2127,4011.9481
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,17,5.0578,4.7206,24.4146,0.3187,0.1153,0.1989,0.0421,0.05172,0.0249,6320.4777,3619.3191
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,18,4.5009,4.8343,25.1277,0.3134,0.09953,0.2029,0.0388,0.05198,0.02469,6425.169,3530.6875
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,19,3.4762,3.6592,16.4798,0.3033,0.06725,0.1855,0.03756,0.04504,0.0164,2924.8237,1999.9155
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,20,4.9841,4.4979,23.7989,0.3231,0.1092,0.2022,0.04111,0.05291,0.02536,5358.8928,3137.6194
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,21,3.4936,3.3272,15.4434,0.2928,0.07011,0.1979,0.03355,0.04642,0.01587,3446.7346,2613.0707
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,22,3.2493,2.9349,14.772,0.3111,0.07269,0.2011,0.04467,0.05033,0.02009,2241.1259,1566.5507
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,23,3.701,3.2286,17.1773,0.3181,0.07468,0.2077,0.04113,0.0532,0.01999,4909.9563,3697.9703
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,24,3.9957,3.746,20.2754,0.3203,0.08574,0.2091,0.04873,0.05413,0.02289,4497.7641,2493.3027
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,25,5.1779,4.4108,19.1539,0.28,0.07203,0.1911,0.03674,0.04343,0.01786,4963.8304,2758.5769
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,26,4.2722,3.6314,19.2408,0.3392,0.13,0.1955,0.03655,0.05298,0.02385,3498.1477,2098.4749
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,27,3.9608,4.456,22.2981,0.3124,0.1031,0.1953,0.05331,0.05004,0.02755,6589.2112,3624.0889
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,28,3.1331,3.5806,18.855,0.3139,0.09429,0.2057,0.04001,0.05266,0.02352,2408.1456,1444.8327
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,29,4.3375,4.0664,25.2907,0.3554,0.1252,0.2137,0.04251,0.06219,0.03272,5360.8936,3070.8064
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,30,4.0252,3.7568,19.0463,0.3081,0.09137,0.2036,0.03692,0.0507,0.02264,4058.5831,3035.231
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,31,4.1772,3.8891,21.0944,0.3399,0.1338,0.1944,0.04088,0.05424,0.0299,4067.6601,2330.5789
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,32,2.8418,2.2328,10.8831,0.3062,0.06087,0.1999,0.02157,0.04874,0.01394,2548.4762,1678.693
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,33,4.3705,4.1573,18.9092,0.303,0.08696,0.1881,0.03499,0.04548,0.01759,6776.9343,5206.9363
230811_k,230720,Y1493,SMDGE,24h,control,4,520.4901,34,4.656,4.4954,25.2828,0.3345,0.08986,0.2113,0.03429,0.05624,0.01968,5521.4911,2808.3075
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,1,5.4903,4.9413,25.8621,0.3176,0.1052,0.202,0.04476,0.05234,0.02449,5839.143,2845.2199
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,2,3.1774,3.4951,16.257,0.2996,0.06701,0.1935,0.044,0.04651,0.01634,3886.0452,3275.5626
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,3,4.9334,4.6151,20.6728,0.2908,0.08334,0.1914,0.03749,0.04479,0.01841,4867.7198,2434.3503
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,4,4.5961,4.6691,23.603,0.3075,0.09913,0.2008,0.04375,0.05055,0.02494,5133.7143,2902.5679
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,5,5.0282,4.3724,30.9109,0.3734,0.1207,0.2273,0.05929,0.0707,0.03932,9602.2225,4345.0749
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,6,3.9715,4.1806,19.5645,0.2914,0.08109,0.2003,0.03086,0.0468,0.01889,3735.4202,2278.3348
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,7,3.4172,3.4172,18.1789,0.3235,0.1048,0.2019,0.04653,0.0532,0.02516,3821.0919,2743.192
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,9,3.8012,3.5478,14.5963,0.2883,0.0691,0.1799,0.03185,0.04114,0.01446,5246.2098,2371.0214
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,10,3.8473,4.2632,23.8292,0.3326,0.0904,0.2071,0.04965,0.05589,0.02508,6465.8706,3313.13
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,11,3.6768,4.011,24.6032,0.3464,0.09507,0.2195,0.04585,0.06134,0.02549,5266.302,3202.8052
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,12,3.8525,3.7196,21.6524,0.3383,0.07644,0.2148,0.04752,0.05821,0.02223,7798.8855,4064.7508
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,13,5.3674,4.861,25.7834,0.3149,0.08874,0.2062,0.05733,0.05304,0.02562,8733.758,3760.7518
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,14,5.4602,5.0962,23.9033,0.305,0.1057,0.1896,0.04386,0.0469,0.02386,7163.4528,3378.3078
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,15,5.037,4.2311,19.5062,0.3043,0.08025,0.188,0.04037,0.0461,0.01872,6036.8498,2983.2651
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,16,4.2853,4.4639,22.2648,0.3084,0.09389,0.1984,0.04419,0.04988,0.02299,4187.992,2546.3772
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,17,4.8824,3.9783,24.4321,0.3481,0.1025,0.2183,0.03776,0.06141,0.02628,5348.1741,3070.1155
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,18,4.0517,4.0517,21.5407,0.3212,0.08015,0.2058,0.05358,0.05316,0.02142,5248.5362,3257.9116
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,19,3.9122,3.5565,18.1967,0.3173,0.09569,0.1976,0.043,0.05116,0.02337,5591.2882,4190.4933
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,20,4.0153,3.0643,15.4419,0.2981,0.06643,0.2124,0.02721,0.05039,0.01482,5168.3932,3737.7257
230811_k,230720,Y1493,SMDGE,24h,control,5,308.6857,21,4.4741,4.1619,20.8479,0.3093,0.1022,0.1975,0.04496,0.05009,0.02473,7408.0086,5094.5439
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,1,4.7237,4.6085,23.8263,0.3284,0.09848,0.1944,0.04106,0.0517,0.02309,5465.1835,2616.2509
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,2,4.3563,4.2474,19.5863,0.2915,0.06944,0.1969,0.0364,0.04611,0.01685,3722.7858,2047.8362
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,3,4.4139,4.2978,26.3345,0.3543,0.1498,0.2131,0.04994,0.06127,0.03213,6678.7333,3536.6791
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,4,4.0962,3.0182,13.6063,0.2882,0.05267,0.1995,0.02942,0.04508,0.009868,3505.2575,1587.0712
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,5,4.0546,4.6075,26.821,0.3333,0.08865,0.2128,0.05244,0.05821,0.02858,6563.4595,3275.7751
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,6,4.4093,4.186,28.6765,0.369,0.1052,0.2291,0.0417,0.06851,0.0298,6751.9755,3804.4201
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,7,4.846,4.1393,27.7761,0.3661,0.109,0.2257,0.04373,0.0671,0.02921,5495.3202,2777.9035
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,8,5.0314,4.9243,32.1745,0.3635,0.1154,0.2193,0.05141,0.06534,0.03207,7329.3615,3069.7975
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,9,3.589,4.1872,20.281,0.3077,0.08752,0.1954,0.04441,0.04844,0.02163,5925.9505,2805.2003
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,10,4.9624,4.4032,23.9615,0.3199,0.08626,0.2093,0.04521,0.05442,0.02335,3680.9801,1956.3872
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,11,4.1056,4.4679,23.4554,0.3322,0.1058,0.1904,0.05885,0.0525,0.03031,6429.5408,3714.9131
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,12,5.0425,4.7699,29.3946,0.3488,0.1624,0.2106,0.05734,0.06162,0.04193,5961.0178,3074.6526
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,13,4.2342,3.6819,20.7558,0.3488,0.1595,0.1941,0.05721,0.05637,0.03461,5138.4249,2808.7159
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,14,3.9778,3.7568,21.6994,0.3547,0.1246,0.204,0.04483,0.05776,0.02488,6661.9988,3356.842
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,15,5.1707,5.2999,26.8911,0.3091,0.08754,0.2057,0.03743,0.05074,0.0185,6089.844,3083.3006
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,16,4.4888,4.0613,19.1225,0.2913,0.07662,0.1981,0.04706,0.04708,0.02038,6465.8476,3218.5277
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,17,4.4514,4.674,25.6052,0.3307,0.08498,0.203,0.05416,0.05478,0.02577,6138.7847,2812.7586
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,18,4.0733,4.0733,26.37,0.3666,0.1167,0.2183,0.04,0.06474,0.02948,5239.5127,3377.6142
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,19,4.3076,3.3286,14.1572,0.2905,0.08719,0.1799,0.0358,0.04253,0.02243,6425.0843,3115.7462
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,20,4.7233,4.2347,22.8543,0.3185,0.08915,0.2082,0.04209,0.05397,0.02373,4543.1027,2588.4111
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,21,4.3708,5.6564,28.8302,0.3104,0.113,0.1997,0.04961,0.05097,0.02734,6653.8612,2936.9503
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,22,5.0658,4.7204,30.2293,0.3555,0.1095,0.2221,0.06253,0.06404,0.03051,5091.3429,2782.6831
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,23,4.6235,4.6235,23.6287,0.3243,0.08961,0.1928,0.05118,0.05111,0.02476,5302.7641,2825.2318
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,24,3.7719,4.5263,22.0339,0.3144,0.07221,0.1945,0.04193,0.04868,0.01734,6854.618,3907.0684
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,25,4.7484,4.7484,24.6623,0.3099,0.08344,0.2075,0.0448,0.05194,0.02157,3901.134,2116.2975
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,26,4.709,4.5744,26.5458,0.329,0.1058,0.2164,0.05035,0.05803,0.02765,4416.4545,2246.0344
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,27,4.1724,3.4138,13.713,0.2669,0.04941,0.1861,0.04735,0.04017,0.01617,2666.0968,1581.41
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,28,4.845,5.1,24.2188,0.2978,0.07087,0.1973,0.04854,0.04749,0.01999,5815.5573,3251.4118
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,29,4.5156,4.3193,25.2632,0.3423,0.1134,0.2091,0.04436,0.05849,0.02797,5457.3725,2779.0465
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,30,4.14,4.6368,21.3597,0.3009,0.07663,0.1932,0.02987,0.04607,0.01598,3136.5339,1502.9672
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,31,4.9944,4.113,26.5977,0.3636,0.1178,0.2181,0.05284,0.06467,0.03056,7323.994,3501.5517
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,32,3.6696,3.8627,16.0947,0.2751,0.08037,0.1857,0.04881,0.04167,0.02147,7016.925,3461.0965
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,33,4.5454,4.4487,23.2889,0.3268,0.101,0.199,0.04068,0.05235,0.02212,5173.51,3127.724
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,34,4.7343,4.7343,26.8199,0.3329,0.09925,0.2102,0.04366,0.05665,0.02364,3914.8148,2235.8342
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,35,4.4763,4.725,25.0286,0.3258,0.09697,0.2041,0.04775,0.05297,0.02037,6113.3056,3253.1149
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,36,3.994,3.3283,22.3657,0.3526,0.155,0.2255,0.06343,0.0672,0.04369,5523.2206,2755.1738
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,37,3.9168,3.9168,20.65,0.3238,0.09726,0.2005,0.03954,0.05272,0.02424,5235.0066,2926.3457
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,38,3.7255,3.5186,11.858,0.2512,0.05159,0.1679,0.03067,0.0337,0.01146,2966.8202,1473.0364
230811_k,230720,Y1494,SMDGE,24h,control,1,408.5191,39,5.1543,4.51,25.227,0.3421,0.1152,0.1977,0.04667,0.05594,0.02919,6935.7972,3298.3171
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,1,4.7304,5.0943,28.7254,0.3274,0.09983,0.2082,0.0495,0.05639,0.0308,6640.9671,3069.5021
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,2,4.0152,3.6806,20.9124,0.3267,0.1136,0.2091,0.0592,0.05682,0.03148,6589.169,3093.0563
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,3,3.672,4.692,24.375,0.3255,0.1137,0.1951,0.05729,0.05195,0.02827,7032.1254,3959.6499
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,4,4.3458,3.8802,20.019,0.3113,0.09561,0.2063,0.04953,0.05159,0.0214,3449.8585,1519.0385
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,5,4.2702,4.2702,22.8111,0.3252,0.1001,0.2011,0.03965,0.05342,0.02415,6213.6396,3269.9041
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,6,5.0911,4.6197,29.5494,0.3521,0.1192,0.2214,0.05886,0.06396,0.03297,6258.6219,3216.0965
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,7,4.5188,4.1712,19.5421,0.2813,0.05498,0.206,0.04466,0.04685,0.01706,4020.6411,2062.8743
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,8,4.5763,4.4417,24.9897,0.3301,0.1109,0.2072,0.04989,0.05626,0.0288,6070.0879,3064.2355
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,9,4.2961,3.9817,20.4815,0.3126,0.09135,0.2026,0.04831,0.05144,0.02428,5383.4286,3499.8732
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,10,5.7397,4.9744,28.0188,0.3299,0.1242,0.2044,0.05345,0.05633,0.03376,5435.8163,2390.82
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,11,3.5557,4.0116,20.4469,0.3109,0.09633,0.2005,0.04483,0.05097,0.02396,4238.7944,2574.6515
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,12,4.3677,3.8637,20.947,0.3066,0.07674,0.2131,0.06113,0.05421,0.03017,4281.4234,2420.9554
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,13,3.9906,3.8243,17.8299,0.2892,0.07958,0.1982,0.04045,0.04662,0.02088,2827.3121,1442.9255
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,14,5.0157,5.0157,24.4999,0.2988,0.08712,0.2004,0.04488,0.04885,0.02341,5212.3169,2475.6403
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,15,4.073,4.2582,18.0374,0.2792,0.04802,0.1891,0.04886,0.04236,0.01612,3059.6548,1410.4333
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,16,5.0474,5.0474,28.6317,0.3291,0.09182,0.2136,0.04391,0.05673,0.02357,5479.0374,2438.2274
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,17,4.1677,4.9809,23.6998,0.3019,0.09988,0.1897,0.05103,0.04758,0.02658,6013.9514,3176.6561
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,18,4.0997,3.469,23.2367,0.3682,0.09644,0.2305,0.03052,0.06698,0.02015,6174.5705,3263.9289
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,19,4.3058,5.0409,28.9897,0.3371,0.1203,0.204,0.0555,0.05751,0.03185,5695.9184,3049.3579
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,20,4.2438,4.0552,22.3635,0.3249,0.09861,0.2093,0.03941,0.05515,0.02536,3732.6636,2011.0747
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,21,4.5089,4.8388,25.9771,0.3282,0.1003,0.2009,0.05,0.05369,0.02591,5998.6935,3156.8334
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,22,4.0033,4.4292,21.8424,0.308,0.09308,0.1979,0.04125,0.04931,0.02209,4330.1786,2220.2842
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,23,4.1902,3.7567,19.9646,0.3184,0.1052,0.2021,0.04347,0.05314,0.0269,4130.1727,2612.1866
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,24,4.5959,4.4225,28.2147,0.3443,0.1115,0.2233,0.05432,0.0638,0.0346,4660.5645,2251.4641
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,25,4.5593,4.4424,26.5401,0.3459,0.1226,0.2111,0.04776,0.05974,0.03022,6200.0679,3370.3144
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,26,4.5856,4.2581,27.4711,0.3555,0.118,0.2223,0.05548,0.06452,0.03279,6330.1532,3345.3811
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,27,4.1971,4.0995,24.3122,0.3423,0.08555,0.2112,0.05358,0.05931,0.02759,5459.2044,2801.0528
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,28,4.5615,4.0546,27.3292,0.3584,0.1083,0.2255,0.06201,0.0674,0.04063,4716.9464,2422.0373
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,29,4.4963,4.6628,19.8469,0.2818,0.07863,0.1881,0.03123,0.04256,0.0171,3515.6062,1515.4148
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,30,4.9228,5.072,27.468,0.328,0.1269,0.1951,0.0636,0.05416,0.036,6823.1557,2931.997
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,31,4.5995,3.9424,20.3322,0.3173,0.1298,0.2043,0.03374,0.05157,0.02276,3847.1821,2047.4306
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,32,4.7141,4.9386,21.6644,0.2957,0.08844,0.1826,0.03779,0.04387,0.02042,3812.2373,1670.2733
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,33,4.268,3.8615,23.1009,0.3572,0.1095,0.207,0.05279,0.05982,0.02622,7438.7846,3376.5441
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,34,4.481,4.6847,26.1778,0.3332,0.09919,0.2071,0.04264,0.05588,0.0236,4683.8611,2217.354
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,35,4.513,4.635,21.4873,0.2969,0.08465,0.1935,0.04227,0.04636,0.01933,4363.912,2024.3607
230811_k,230720,Y1494,SMDGE,24h,control,2,249.2711,36,3.3198,3.4707,17.1521,0.3177,0.09037,0.1941,0.02723,0.04942,0.01932,2964.8752,1480.0238
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,1,4.8264,5.3876,28.6451,0.3172,0.1169,0.1988,0.05333,0.05317,0.03468,6822.6896,2970.4413
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,2,4.4358,4.3434,26.3024,0.3429,0.1068,0.2176,0.04411,0.06056,0.02612,6258.6734,3512.6937
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,3,4.6101,4.2004,25.5807,0.3369,0.1053,0.2189,0.06007,0.0609,0.03238,6525.1292,3642.4183
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,4,3.7285,3.6508,17.1347,0.2963,0.07235,0.1966,0.04156,0.04693,0.01824,4145.7347,2505.5945
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,5,4.8732,4.7649,25.647,0.3076,0.07467,0.2169,0.04271,0.05382,0.02051,5850.6452,3159.6846
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,6,5.0795,5.0795,26.6064,0.3193,0.1019,0.2059,0.04392,0.05238,0.02025,5975.5617,3017.0714
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,7,4.6872,4.3676,24.3146,0.3336,0.09609,0.2075,0.03673,0.05567,0.02274,4608.7985,2314.5645
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,8,3.9557,3.635,21.225,0.3444,0.09713,0.2085,0.04675,0.05839,0.02637,7216.3815,3836.8527
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,9,4.8595,4.8595,23.0769,0.2948,0.08177,0.1966,0.05298,0.04749,0.02341,6301.7465,2866.2783
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,10,4.3665,4.565,25.7525,0.3344,0.1205,0.2033,0.05222,0.05641,0.0328,6963.3378,3443.7824
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,11,3.8723,4.4969,23.6892,0.3141,0.1056,0.2073,0.04594,0.05268,0.02367,4945.0041,2852.9498
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,12,4.0188,4.3683,21.8951,0.3034,0.1011,0.1971,0.05534,0.05012,0.02875,5491.4249,2923.1765
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,13,4.0861,4.5764,22.8843,0.3135,0.09288,0.1963,0.05005,0.05,0.02506,5422.1071,2879.7294
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,14,3.9921,4.3723,20.2097,0.3055,0.1117,0.1819,0.04732,0.04622,0.02712,5754.3611,2704.5551
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,15,4.2608,4.4384,27.0329,0.3437,0.08297,0.2211,0.04366,0.06091,0.02268,6648.2841,3780.1718
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,16,5.3736,4.1795,24.0854,0.3435,0.1317,0.2098,0.04693,0.05763,0.02769,5529.8868,2824.3791
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,17,4.0913,4.2732,25.1253,0.3352,0.113,0.2111,0.05911,0.0588,0.0341,5896.1909,3225.1373
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,18,4.5539,4.448,29.2343,0.3451,0.1014,0.2319,0.05664,0.06572,0.03346,6564.7027,3025.212
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,19,4.5333,3.6267,20.7639,0.3442,0.07216,0.2059,0.05661,0.05725,0.02572,6642.7258,3601.3536
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,20,4.3492,3.5208,18.3376,0.3239,0.08663,0.1991,0.05146,0.05208,0.02437,4293.6897,2177.0616
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,21,4.569,4.4262,19.2038,0.2808,0.06987,0.1907,0.04135,0.04339,0.01874,4144.8649,2399.7764
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,22,4.3505,4.5736,25.974,0.3441,0.1269,0.2028,0.04347,0.05679,0.02818,5853.2636,2724.92
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,23,4.8743,4.5133,23.4513,0.3015,0.06895,0.2133,0.04527,0.05196,0.02086,4156.8203,2264.2474
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,24,4.1401,4.8078,21.8085,0.2893,0.06209,0.1945,0.03919,0.04536,0.01706,6409.436,3463.6849
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,25,4.8628,4.8628,25.0113,0.3016,0.09611,0.2072,0.05191,0.05143,0.02804,4743.8435,2351.2685
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,26,4.2125,4.6483,23.8985,0.3144,0.08668,0.2009,0.04215,0.05141,0.02136,6381.778,3104.8969
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,27,5.0121,4.7676,25.4307,0.3217,0.1008,0.2026,0.04522,0.05334,0.02556,7715.0633,3778.0466
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,28,3.952,3.7724,20.1431,0.3184,0.1083,0.2062,0.03727,0.0534,0.02464,3604.882,2094.3469
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,29,5.0153,5.0153,25.0154,0.3102,0.09647,0.1993,0.04064,0.04988,0.02226,5017.2915,2335.7816
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,30,4.566,4.8427,27.5964,0.3251,0.1165,0.2121,0.05253,0.05699,0.03024,7192.9876,3182.458
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,31,4.4408,3.4315,15.3989,0.3061,0.1093,0.1816,0.04264,0.04487,0.02103,2666.3709,1392.9592
